epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,7669.53,1.50589,1.03558,1.27426,0.83267,0.80097,0.84407,0.49041,1.50615,0.9718,1.30894,0.0073864,0.0073864,0.0073864
135,7726.52,1.50714,1.03786,1.27621,0.83046,0.80031,0.84474,0.49242,1.50457,0.96674,1.30927,0.0073666,0.0073666,0.0073666
136,7783.26,1.51221,1.02852,1.27474,0.83455,0.80158,0.84254,0.48999,1.50321,0.96491,1.30739,0.0073468,0.0073468,0.0073468
137,7840,1.5159,1.03149,1.27722,0.83303,0.80177,0.84316,0.49213,1.50424,0.96422,1.30681,0.007327,0.007327,0.007327
138,7896.49,1.50841,1.02532,1.26894,0.83227,0.80608,0.84278,0.49153,1.50538,0.96236,1.3076,0.0073072,0.0073072,0.0073072
139,7953.12,1.50602,1.02485,1.27496,0.82957,0.81018,0.84277,0.49136,1.50351,0.96072,1.305,0.0072874,0.0072874,0.0072874
140,8009.67,1.51823,1.03027,1.27729,0.82928,0.80715,0.8431,0.49134,1.5022,0.96004,1.30438,0.0072676,0.0072676,0.0072676
141,8066.55,1.50884,1.02561,1.2709,0.8401,0.79718,0.84201,0.48982,1.50249,0.95912,1.3053,0.0072478,0.0072478,0.0072478
142,8123.27,1.5034,1.02114,1.26826,0.8455,0.79365,0.84184,0.48975,1.50106,0.95866,1.305,0.007228,0.007228,0.007228
143,8180.13,1.50169,1.01691,1.27125,0.8422,0.79192,0.84328,0.49024,1.49556,0.95549,1.3009,0.0072082,0.0072082,0.0072082
144,8236.67,1.50537,1.02811,1.27023,0.83568,0.79822,0.84323,0.49238,1.49381,0.95591,1.29954,0.0071884,0.0071884,0.0071884
145,8293.48,1.49761,1.01296,1.26497,0.84413,0.79534,0.84325,0.49238,1.49299,0.95429,1.29925,0.0071686,0.0071686,0.0071686
146,8350.11,1.48897,1.00839,1.26741,0.84629,0.79816,0.84492,0.49477,1.49248,0.95072,1.29899,0.0071488,0.0071488,0.0071488
147,8407.36,1.48763,1.01347,1.26107,0.84521,0.80114,0.84476,0.49439,1.49368,0.94947,1.30165,0.007129,0.007129,0.007129
148,8463.88,1.49604,1.00404,1.26321,0.85294,0.79172,0.84525,0.49238,1.4946,0.94769,1.30186,0.0071092,0.0071092,0.0071092
149,8520.55,1.49849,1.01051,1.2649,0.84684,0.79432,0.84317,0.49156,1.49517,0.94633,1.30229,0.0070894,0.0070894,0.0070894
150,8577.22,1.48118,1.0048,1.26448,0.84522,0.80395,0.84338,0.49333,1.49397,0.94616,1.30159,0.0070696,0.0070696,0.0070696
151,8634.16,1.4836,1.00889,1.26283,0.84128,0.80573,0.84318,0.49123,1.49315,0.94577,1.30046,0.0070498,0.0070498,0.0070498
152,8690.74,1.4709,0.98532,1.25415,0.83974,0.80782,0.84494,0.49195,1.49179,0.94392,1.29861,0.00703,0.00703,0.00703
153,8747.59,1.48833,1.00071,1.26286,0.84069,0.80615,0.84293,0.49295,1.49168,0.94452,1.29968,0.0070102,0.0070102,0.0070102
154,8804.14,1.48123,0.99613,1.26598,0.84839,0.8041,0.84599,0.4942,1.49028,0.94279,1.29837,0.0069904,0.0069904,0.0069904
155,8861.3,1.49333,1.00192,1.2607,0.84511,0.8011,0.84348,0.49482,1.49054,0.94298,1.30008,0.0069706,0.0069706,0.0069706
156,8918.27,1.48283,0.9948,1.25686,0.84115,0.81088,0.84531,0.49653,1.48764,0.94035,1.29759,0.0069508,0.0069508,0.0069508
157,8975.77,1.46366,0.99284,1.26037,0.84581,0.80797,0.84536,0.49617,1.48706,0.93814,1.29693,0.006931,0.006931,0.006931
158,9032.57,1.46732,0.9901,1.25456,0.84819,0.80573,0.84736,0.49615,1.4854,0.93527,1.29535,0.0069112,0.0069112,0.0069112
159,9089.82,1.4754,0.99159,1.26583,0.84692,0.80427,0.84532,0.49586,1.48558,0.93578,1.29589,0.0068914,0.0068914,0.0068914
160,9146.72,1.47189,0.99143,1.25566,0.84823,0.81069,0.84584,0.49665,1.48464,0.93417,1.2957,0.0068716,0.0068716,0.0068716
161,9204.03,1.47443,0.98436,1.25139,0.85058,0.80974,0.8464,0.49738,1.48381,0.93263,1.29546,0.0068518,0.0068518,0.0068518
162,9261.39,1.46657,0.99495,1.25574,0.84817,0.80957,0.84518,0.49694,1.48376,0.93272,1.29462,0.006832,0.006832,0.006832
163,9318.35,1.47764,0.98867,1.25798,0.85078,0.80615,0.84422,0.49661,1.48341,0.93201,1.29376,0.0068122,0.0068122,0.0068122
164,9375.51,1.46692,0.97036,1.25065,0.84353,0.80782,0.8456,0.498,1.48369,0.92994,1.29381,0.0067924,0.0067924,0.0067924
165,9432.91,1.47153,0.99082,1.25697,0.85086,0.80802,0.84722,0.49872,1.48436,0.92891,1.2943,0.0067726,0.0067726,0.0067726
166,9491.02,1.46282,0.97825,1.25233,0.85013,0.80531,0.84439,0.49867,1.4824,0.92784,1.29357,0.0067528,0.0067528,0.0067528
167,9548.53,1.4723,0.97635,1.25626,0.84569,0.80672,0.84611,0.49913,1.48288,0.92606,1.29436,0.006733,0.006733,0.006733
168,9606.35,1.45465,0.96868,1.24654,0.84509,0.80615,0.84633,0.50008,1.48085,0.92582,1.29413,0.0067132,0.0067132,0.0067132
169,9664.1,1.46021,0.98492,1.25594,0.84944,0.80615,0.84663,0.50051,1.4807,0.92463,1.29472,0.0066934,0.0066934,0.0066934
170,9721.61,1.46747,0.97255,1.25059,0.8457,0.80615,0.84734,0.4996,1.48061,0.92412,1.29486,0.0066736,0.0066736,0.0066736
